Date,Post ID,Network,Content Type,Profile,Sent by,Link,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Year,part_of_day_posted,Month,day_of_week,is_weekend,post_length,contains_question,num_hashtags,no of tags,Linked Content(?)
2023-04-07 12:59:00,7050074492152221696,LinkedIn,Video,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:ugcPost:7050074492152221696,"We are delighted to have contributed to the transformation of the learning environment at Ogbomosho Girls High School by renovating classrooms, thereby creating a more favorable atmosphere for learning.​

#ITCANBE​",872,872,1.83,16,8,8,0,0,0.92,8,8,2023,afternoon,Apr,Friday,0,30,0,1,1,No linked content
2023-04-07 12:59:00,7050074233384673280,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7050074233384673280,"We are pleased to inform you that your prayers to become a landlord have been answered. You can now access your Retirement Savings Account to fulfil your dream of owning a home. Visit https://lnkd.in/dASbfHCz now to get started.​​
#ITCANBE​",938,938,5.65,53,15,15,6,3,3.09,29,29,2023,afternoon,Apr,Friday,0,39,0,1,1,No linked content
2023-04-07 15:09:00,7050106954542637056,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7050106954542637056,"It’s finally here! The Reward4Saving 2.0 Grand Finale!🕺🏾 💃🏾 
7 people will win 2 million naira.​
7 people will win 1 million naira.​
70 people will win 100,000 naira.​
Register now to attend - https://lnkd.in/d7ty4pp5

{hashtag|\#|Reward4Saving}​
{hashtag|\#|ITCANBE}​",57,57,5.26,3,1,1,0,0,3.51,2,2,2023,afternoon,Apr,Friday,0,37,0,2,2,No linked content
2023-04-07 17:14:00,7050138846532935680,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:share:7050138846532935680,"It’s finally here! The Reward4Saving 2.0 Grand Finale!🕺🏾 💃🏾 
7 people will win 2 million naira.​
7 people will win 1 million naira.​
70 people will win 100,000 naira.​
Register now to attend - https://lnkd.in/d7ty4pp5

#Reward4Saving​
#ITCANBE​",345,345,3.19,11,5,5,0,0,1.74,6,6,2023,evening,Apr,Friday,0,37,0,2,0,No linked content
2023-04-07 20:27:00,7050187241406480384,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:ugcPost:7050187241406480384,"Stanbic IBTC Corporate and Investment Banking is proud to be sponsoring the April 2023 tournaments at the Lagos Polo Club.
L-R: Mr. Akindele Rockson, First Vice President,  Lagos Polo Club; Mrs. Bridget Oyefeso-Odusami, Head Brand and Marketing, Stanbic IBTC Holdings; Mr. Rotimi Makanjuola, Polo Captain, Lagos Polo Club; Mr. Muyiwa Oni, Regional Head of Equity Research, West Africa at Standard Bank Group; Mr. Olumbe Akinkugbe, Staff Welfare Member, Lagos Polo Club.
 
#ProudSponsors 
#LagosPoloClub 
#Stanbic IBTC",3618,3618,17.63,638,47,47,1,4,16.2,586,586,2023,evening,Apr,Friday,0,75,0,3,1,No linked content
2023-04-08 11:40:00,7050416743965425664,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7050416743965425664,"Stop wishing for financial growth and start investing for greater returns. The Stanbic IBTC Money Market Fund is your gateway to generating passive income. ​
Visit https://lnkd.in/dKf4DH6w today to get started.​

#Invest​​
#MutualFunds​​
#GoForIt​​
#ITCANBE ​",318,318,3.46,11,3,3,0,0,2.52,8,8,2023,morning,Apr,Saturday,1,36,0,4,2,No linked content
2023-04-08 13:38:00,7050446440254386176,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7050446440254386176,"For those with ""1234"" or ""0000"" as passwords, this is for you. 😏 
Want to learn how to protect yourself from online threats? 
Visit https://lnkd.in/dBSZEZcK
#StaySafeOnline​
#ITCANBE",1032,1032,4.94,51,15,15,2,0,3.29,34,34,2023,afternoon,Apr,Saturday,1,27,1,2,1,No linked content
2023-04-08 19:24:00,7050533793052393472,LinkedIn,Video,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:ugcPost:7050533793052393472,"Dear Oga Madam! Are you prepared to flourish and triumph over the world? The Bloom conference provides you with an opportunity to enhance your personal finances and business by providing you with valuable insights. You can also buy from women-owned businesses at the exhibition and have a great time! Register now https://lnkd.in/dsXd7rUr and become part of our Bloom community today! ​

#ITCANBE ​
#GoBloom",581,581,1.55,9,5,5,0,0,0.69,4,4,2023,evening,Apr,Saturday,1,64,1,2,2,No linked content
2023-04-08 20:34:00,7050551080933351424,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7050551080933351424,"Got any Easter Plans?
Bring the kids to the Lagos Polo Club tomorrow by 1pm for the time of their lives!

#ITCANBE
#LagosPoloClub",892,892,3.03,27,12,12,1,0,1.57,14,14,2023,evening,Apr,Saturday,1,23,1,2,0,No linked content
2023-04-09 07:00:00,7050708985930297344,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7050708985930297344,"Today, we feast because He is risen.💃🏾🕺🏾

#HappyEaster!  

#ITCANBE",4051,4051,1.73,70,34,34,2,1,0.81,33,33,2023,morning,Apr,Sunday,1,9,0,2,0,No linked content
2023-04-09 11:37:00,7050778374377484288,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7050778374377484288,"Let’s reflect on past Easter celebrations and the cherished memories they hold 💙 
#ITCANBE​",441,441,3.63,16,8,8,1,0,1.59,7,7,2023,morning,Apr,Sunday,1,14,0,1,0,No linked content
2023-04-09 14:58:00,7050829286718488576,LinkedIn,Video,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:ugcPost:7050829286718488576,"This is a reminder that your dreams are valid, and we will always be there to help you achieve them. 😄 Here are testimonials from some of the beneficiaries of the 2021 Stanbic IBTC University Scholarship programme! 
#ITCANBE",1613,1613,2.54,41,24,24,1,0,0.99,16,16,2023,afternoon,Apr,Sunday,1,38,0,1,1,No linked content
2023-04-09 17:13:00,7050863332873912320,LinkedIn,Video,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:ugcPost:7050863332873912320,"Here's how you can buy stocks listed on the Nigerian Exchange Limited (NGX) right from the comfort of your home. Download the Stanbic IBTC Mobile App, set up you profile and follow the steps in the video.​

#Invest​
#TrustedBroker​
#ITCANBE​",967,967,1.86,18,8,8,3,1,0.62,6,6,2023,evening,Apr,Sunday,1,40,0,3,1,No linked content
2023-04-10 09:57:00,7051115595601207296,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7051115595601207296,"Start your week off on the right foot with a relaxing Monday. 😎 

#ITCANBE​",1168,1168,3.0,35,20,20,0,0,1.28,15,15,2023,morning,Apr,Monday,0,14,0,1,0,No linked content
2023-04-10 13:21:00,7051166937845772288,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7051166937845772288,"Protect what matters most to you today. Send an email to SITLAgency@stanbicibtc.com or call 01 270 6800 to get started with writing a Will.​

#ITCANBE​",508,508,2.17,11,8,8,2,0,0.2,1,1,2023,afternoon,Apr,Monday,0,25,0,1,2,No linked content
2023-04-11 10:12:00,7051482017720324097,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7051482017720324097,"At the #Reward4Saving Grand Finale, you stand the chance of winning and getting entertained while at it. Join us on all our social media platforms to watch Crayon perform live this Friday.
Register now to attend - https://lnkd.in/d7ty4pp5
​
#ITCANBE
",437,437,2.06,9,3,3,0,0,1.37,6,6,2023,morning,Apr,Tuesday,0,40,0,2,2,No linked content
2023-04-11 10:35:00,7051487546756800512,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7051487546756800512,"Start securing your future today by investing in the stock market. 
Open a stockbroking account now by sending an email to StartWithZero@stanbicibtc.com.​

#TrustedBroker​​
#ITCANBE​",189,189,1.06,2,1,1,0,0,0.53,1,1,2023,morning,Apr,Tuesday,0,24,0,2,1,No linked content
2023-04-11 13:13:00,7051527558659547137,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7051527558659547137,"Ensure a better tomorrow by insuring your assets today. 
Visit https://lnkd.in/dBRjSm8p now to protect what matters most to you. #ITCANBE",251,251,0.8,2,1,1,0,0,0.4,1,1,2023,afternoon,Apr,Tuesday,0,20,0,1,1,No linked content
2023-04-11 14:02:00,7051539518360825857,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7051539518360825857,"We are excited to be a part of the 2023 Easter Cup Finals at Lagos Polo Club, which was an absolute spectacle! 🥳
The Easter Bunnies emerged as champions after a grueling competition with Easter Tulips and Easter Palms.
#LagosPoloClub 
#ITCANBE",2462,2462,7.27,179,53,53,0,1,5.08,125,125,2023,afternoon,Apr,Tuesday,0,41,0,2,1,No linked content
2023-04-11 15:38:00,7051564127097430016,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7051564127097430016,"We came, we saw, and we won at #YLS2023 💃🕺
Here is a glimpse of how Hon. Sunday Akin Dare took us on a journey to winning in career and business.
Visit here to watch the replay - https://lnkd.in/d8TstXJB
#ITCANBE",1286,1286,2.88,37,12,12,0,1,1.87,24,24,2023,afternoon,Apr,Tuesday,0,40,0,2,1,No linked content
2023-04-11 17:36:00,7051593499074338816,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7051593499074338816,"It's about to go down in three days!
Find out the next millionaires at the #Reward4Saving Grand Finale live draws this Friday.​
Register now to attend - https://lnkd.in/d7ty4pp5

#ITCANBE
",352,352,3.13,11,5,5,0,0,1.7,6,6,2023,evening,Apr,Tuesday,0,29,0,2,2,No linked content
2023-04-11 18:36:00,7051608845827158017,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7051608845827158017,"We always aim to create situations where everyone wins. Let us guide you towards an exceptional future. 
Visit https://lnkd.in/dV8ArGFu to switch to Stanbic IBTC Pension Managers. ​
#ITCANBE​ ​
#GoForAnExtraordinaryFuture",308,308,3.25,10,7,7,0,0,0.97,3,3,2023,evening,Apr,Tuesday,0,30,0,2,1,No linked content
2023-04-11 18:53:00,7051612727433207808,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7051612727433207808,"Get ready to be rewarded! 🕺🏾💃🏾
Join us tomorrow for the #Reward4Saving monthly live draw, across our social media platforms.
TIME: 2PM (WAT)​


#ITCANBE

",273,273,1.47,4,1,1,0,0,1.1,3,3,2023,evening,Apr,Tuesday,0,24,0,2,2,No linked content
2023-04-12 09:15:00,7051830113729941504,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:share:7051830113729941504,"Another feather added to our cap!
We are pleased to have emerged the Best Company in Consumer Protection and Customer Friendly Bank of the year at the 2022 Industry Awards.
Thank you our esteemed customers for making us your end-to-end financial services provider.
This is for all of us.
#ITCANBE",484,484,2.69,13,13,13,0,0,0.0,0,0,2023,morning,Apr,Wednesday,0,50,0,1,0,No linked content
2023-04-12 10:31:00,7051848940807180289,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:share:7051848940807180289,"The #Reward4Saving promo for March is going down today!
Watch us live across social media platforms.
TIME: 2PM (WAT)​

#ITCANBE",244,244,0.41,1,1,1,0,0,0.0,0,0,2023,morning,Apr,Wednesday,0,20,0,2,2,No linked content
2023-04-12 14:14:00,7051905530503606273,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:7051905530503606273,"Reward4Saving Live Draw - March 2023

It's the final draw to make millionaires in the #Reward4Saving Season 2.0!
How can you become one of the winners in the upcoming draw? Deposit N5,000 into a new or existing savings account or @easewallet and stand a chance to win an invite to the Reward4Saving Grand Finale!

#ITCANBE",3327,3327,5.05,168,59,59,53,3,1.59,53,53,2023,afternoon,Apr,Wednesday,0,55,1,2,2,No linked content
2023-04-12 15:40:00,7051926953477492737,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7051926953477492737,"Writing a will is not just for the wealthy but anyone who wants to protect their assets and loved ones. Send an email to callme@stanbicibtc.com to get started today.​
#ITCANBE",829,829,8.93,74,4,4,2,0,8.2,68,68,2023,afternoon,Apr,Wednesday,0,30,0,1,1,No linked content
2023-04-12 17:24:00,7051953117021577216,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7051953117021577216,"The weekend is about to get lit 💃 💃
In two days, 70 people will become millionaires at the #Reward4Saving Grand Finale live draws.​
You don't want to miss it for anything, join us on any of our platforms.​
#ITCANBE",354,354,2.26,8,6,6,0,0,0.56,2,2,2023,evening,Apr,Wednesday,0,40,0,2,2,No linked content
2023-04-12 18:26:00,7051968879941566464,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7051968879941566464,"Relive the thrilling scenes from #Reward4Saving Grand Finale Season 1! 
From the happy winners to the outstanding performances, this recap captures it all in one place.​
#ITCANBE",794,794,2.39,19,11,11,0,0,1.01,8,8,2023,evening,Apr,Wednesday,0,27,0,2,2,No linked content
2023-04-13 10:58:00,7052217916460544001,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:7052217916460544001,"#Throwback​ to when Stanbic IBTC Asset Management’s Business Development Division visited GSS Rumueme Port Harcourt and rebuilt six classrooms in Block One to enhance conducive learning for the students.​
#ITCANBE​",677,677,1.33,9,5,5,0,0,0.59,4,4,2023,morning,Apr,Thursday,0,30,0,2,1,No linked content
2023-04-13 12:34:00,7052242734325145600,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7052242734325145600,"It's about to be a party tomorrow at the #Reward4Saving 2.0 Grand Finale 💃🏽💃🏽
Join us on all our social media platforms to watch @crayonthis perform live.
Register now - https://lnkd.in/d7ty4pp5
​
#ITCANBE",921,921,2.5,23,10,10,0,0,1.41,13,13,2023,afternoon,Apr,Thursday,0,33,0,2,1,No linked content
2023-04-13 14:51:00,7052277214226071552,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:share:7052277214226071552,"Guess who is bringing the vibe and energy to the Reward4Saving Promo Grand Finale! 
The energy Gad Do2dtun💪🏾
Visit https://lnkd.in/d7ty4pp5  to register now so that you don’t miss out!
#ITCANBE",344,344,2.91,10,6,6,0,2,0.58,2,2,2023,afternoon,Apr,Thursday,0,30,0,1,2,No linked content
2023-04-13 16:17:00,7052298643717951488,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7052298643717951488,"You’ve saved; now it’s time to be rewarded.
Tell a friend to tell a friend that the Grand Finale of #Reward4Saving is here.
Register now - https://lnkd.in/d7ty4pp5
#ITCANBE",245,245,1.63,4,0,0,0,0,1.63,4,4,2023,afternoon,Apr,Thursday,0,28,0,2,1,No linked content
2023-04-13 17:03:00,7052310294529773568,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:ugcPost:7052310294529773568,"During the Easter weekend, some of our own gave us a thrilling display of horsemanship at the Lagos Polo Club Easter Cup tournaments. As sponsors of the tournaments, we were pleased to see our team in action outside the confines of the office. Swipe to see exciting shots of Muyiwa Oni, Head Equity Research, West Africa, Standard Bank Group; Tola Akinhanmi, Head, Real Estate Finance, Stanbic IBTC Capital and Abayomi Makinde, Head, Tax Management, Stanbic IBTC Holdings Plc.
#ITCANBE",3985,3985,24.12,961,62,62,3,1,22.46,895,895,2023,evening,Apr,Thursday,0,79,0,1,1,No linked content
2023-04-13 19:53:00,7052352999490301953,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7052352999490301953,"Not sure of how to move around the Stanbic IBTC Mobile App when trading stocks? Here's your one-stop guide on how to navigate the app and reset your password whenever you need to.
Download the Stanbic IBTC mobile app now to begin.

#Invest
#TrustedBroker
#ITCANBE",338,338,0.59,2,1,1,0,0,0.3,1,1,2023,evening,Apr,Thursday,0,45,1,3,1,No linked content
2023-04-14 11:00:00,7052581393356218369,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7052581393356218369,"It's happening today! 💃🏾🕺🏾
#Reward4Saving2
#ITCANBE",240,240,2.08,5,3,3,0,0,0.83,2,2,2023,morning,Apr,Friday,0,6,0,2,2,No linked content
2023-04-14 11:11:00,7052584049957064704,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7052584049957064704,"Ready, set, go! 
You too can be rewarded today at the #Reward4Saving2 Grand Finale.
Active watchers who answer questions correctly during the event will be rewarded.
Stay Tuned ☺️
#ITCANBE",677,677,0.74,5,2,2,1,0,0.3,2,2,2023,morning,Apr,Friday,0,30,0,2,2,No linked content
2023-04-14 12:28:00,7052603520323100672,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7052603520323100672,"Choose your geng, our #Reward4Saving props are ready 😎
#ITCANBE",533,533,1.13,6,3,3,0,0,0.56,3,3,2023,afternoon,Apr,Friday,0,10,0,2,2,No linked content
2023-04-14 12:30:00,7052604140216037376,LinkedIn,Video,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:ugcPost:7052604140216037376,"The sky is blue, and our #Reward4Saving backdrop will make you cute 🤭
#ITCANBE",4131,4131,2.44,101,49,49,2,1,1.19,49,49,2023,afternoon,Apr,Friday,0,14,0,2,2,No linked content
2023-04-14 12:41:00,7052606769994285057,LinkedIn,Text,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7052606769994285057,"It's one hour till the latest millionaires' are crowned!
We're so excited,we can't keep calm 💃🏾💃🏾💃🏾
Tune in live across our social media platforms and don't forget that active watchers too will be rewarded!
#Reward4Saving2 
#ITCANBE",549,549,2.0,11,3,3,0,0,1.46,8,8,2023,afternoon,Apr,Friday,0,36,0,2,1,No linked content
2023-04-14 13:28:00,7052618513437384704,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:7052618513437384704,"Reward4Saving 2.0 Grand Finale - April 2023

It’s finally here! The Reward4Saving 2.0 Grand Finale! 
7 people will win 2 million naira.​
7 people will win 1 million naira.​
70 people will win 100,000 naira.​

#ITCANBE",1279,1279,3.36,43,18,18,15,0,0.78,10,10,2023,afternoon,Apr,Friday,0,36,0,1,2,No linked content
2023-04-14 13:35:00,7052620498437910528,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7052620498437910528,"The #Reward4Saving Grand Finale live draw has begun! 💃🕺
Join us on any of our platforms.
#ITCANBE",695,695,3.17,22,13,13,0,0,1.29,9,9,2023,afternoon,Apr,Friday,0,17,0,2,2,No linked content
2023-04-14 13:41:00,7052621936345980928,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:7052621936345980928,"Reward4Saving 2.0 Grand Finale - April 2023

It’s finally here! The Reward4Saving 2.0 Grand Finale! 
7 people will win 2 million naira.​
7 people will win 1 million naira.​
70 people will win 100,000 naira.​

#ITCANBE",4238,4238,1.75,74,31,31,22,1,0.47,20,20,2023,afternoon,Apr,Friday,0,36,0,1,2,No linked content
2023-04-14 13:52:00,7052624536814460928,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:7052624536814460928,"Reward4Saving 2.0 Grand Finale - April 2023

It’s finally here! The Reward4Saving 2.0 Grand Finale! 
7 people will win 2 million naira.​
7 people will win 1 million naira.​
70 people will win 100,000 naira.​

#ITCANBE",502,502,2.19,11,3,3,1,0,1.39,7,7,2023,afternoon,Apr,Friday,0,36,0,1,2,No linked content
2023-04-14 14:22:00,7052632301481959426,LinkedIn,Video,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:ugcPost:7052632301481959426,"Reward4Saving 2.0 Grand Finale - April 2023

It’s finally here! The Reward4Saving 2.0 Grand Finale! 
7 people will win 2 million naira.​
7 people will win 1 million naira.​
70 people will win 100,000 naira.​

#ITCANBE",5544,5544,3.19,177,76,76,14,0,1.57,87,87,2023,afternoon,Apr,Friday,0,36,0,1,2,No linked content
2023-04-14 19:01:00,7052702092792111104,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7052702092792111104,"The weekend is loading... 
Time to unwind and recharge!

#ITCANBE
#WeekendVibes
",484,484,2.07,10,7,7,0,0,0.62,3,3,2023,evening,Apr,Friday,0,11,0,2,0,No linked content
2023-04-14 20:00:00,7052717190965321728,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:ugcPost:7052717190965321728,"Eric Fajemisin, Head, Corporate and Investment Banking, Stanbic IBTC Bank and Bridget Oyefeso-Odusami, Head, Brand and Marketing, Stanbic IBTC Holdings Plc were at the Lagos Polo Club Easter Cup tournaments to do the customary throw-in of the ball. Get ready to witness some of the finest players and horses compete in fast-paced and exciting matches in the coming weeks. We remain proud sponsors of the 2023 April Polo tournaments.
#ITCANBE
",5966,5966,16.46,982,86,86,1,0,15.0,895,895,2023,evening,Apr,Friday,0,70,0,1,1,No linked content
2023-04-15 12:01:00,7052958744795578368,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7052958744795578368,"Stanbic IBTC Money Market Fund is an excellent choice for a savvy investor like you, as it provides competitive returns, flexibility, and diversification of your investment portfolio. Visit https://lnkd.in/dtg27cyb to get started.
#ITCANBE
",953,953,3.78,36,19,19,1,2,1.47,14,14,2023,afternoon,Apr,Saturday,1,33,0,1,1,No linked content
2023-04-15 15:01:00,7053004063210127360,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7053004063210127360,"Dear She-EO, the time for your business to flourish is here. Make it a date with us at the Bloom conference. Register to attend the conference at https://lnkd.in/dsXd7rUr and join our Bloom community today!
#ITCANBE
",392,392,1.79,7,4,4,0,0,0.77,3,3,2023,afternoon,Apr,Saturday,1,35,0,1,2,No linked content
2023-04-16 12:00:00,7053321150830944256,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7053321150830944256,"Want to know what's happening in the stock market?
Visit https://lnkd.in/dqTCmrjD for an overview of the stock market.
To start trading, please send an email to StartWithZero@stanbicibtc.com
#ITCANBE
",505,505,1.98,10,5,5,0,0,0.99,5,5,2023,afternoon,Apr,Sunday,1,28,1,1,1,No linked content
2023-04-17 08:01:00,7053623129524318210,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7053623129524318210,"Leave behind the pages of history, it's time to embrace a new narrative and step into a story yet to be written.
Go for it!

#ITCANBE
#PowerUpMonday
",495,495,2.83,14,9,9,0,0,1.01,5,5,2023,morning,Apr,Monday,0,27,0,2,0,No linked content
2023-04-17 09:01:00,7053638232734932993,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7053638232734932993,"Make it a date with Mompreneur and the “Pie-in-Chief of the Premium Pies”, Nicole Chikwe at Bloom Conference 1.0.

To register, download the Stanbic IBTC Events app from your app Store.

#GoBloom 
#ITCANBE",279,279,1.08,3,2,2,0,0,0.36,1,1,2023,morning,Apr,Monday,0,33,0,2,2,No linked content
2023-04-17 11:00:00,7053668431975329792,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7053668431975329792,"Do you want to know how much you'll need to pay for your child's education?
Visit https://lnkd.in/dr4XTXg9 to find out.

#ITCANBE",461,461,1.3,6,3,3,0,0,0.65,3,3,2023,morning,Apr,Monday,0,21,1,1,2,No linked content
2023-04-17 15:02:00,7053728889952419840,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7053728889952419840,"You must visit the bank to get your bank statement. Not any more!
With these few simple steps, you can generate your bank statement from the comfort of your home. 
#ITCANBE
",860,860,2.79,24,13,13,1,1,1.05,9,9,2023,afternoon,Apr,Monday,0,31,0,1,1,No linked content
2023-04-18 17:38:00,7054130715730337792,LinkedIn,Photo,Stanbic IBTC,Blessing Ubah,https://linkedin.com/feed/update/urn:li:share:7054130715730337792,"A stolen phone shouldn’t end with stolen money. 
Don’t panic when you lose or misplace your phone. 
The first step is to dial *909*29*PhoneNumber# from any number and follow the prompts to block access to your Stanbic IBTC account.​
#ITCANBE",1096,1096,3.92,43,17,17,0,1,2.28,25,25,2023,evening,Apr,Tuesday,0,40,0,2,0,No linked content
2023-04-19 10:46:00,7054389738924847104,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7054389738924847104,"Women at the forefront of a life-changing conference; it doesn’t get better than this. Make it a date with us at the Bloom Conference 1.0.

Visit https://lnkd.in/dA-jS3jp to download the Stanbic IBTC Events app to register.

#GoBloom
#ITCANBE
",245,245,1.22,3,2,2,0,0,0.41,1,1,2023,morning,Apr,Wednesday,0,38,0,2,2,No linked content
2023-04-19 14:03:00,7054439273445433346,LinkedIn,Photo,Stanbic IBTC,Damilare Oyekanmi,https://linkedin.com/feed/update/urn:li:ugcPost:7054439273445433346,"Congratulations to our #Reward4Saving Grand Finale live draw winners! 💃🏾🕺🏾
You too can be a winner in the next Reward4Saving promo season 3. All you have to do is deposit a sum of N10,000 in your savings account or @easewallet for just 30 days. Simple, right?

#ITCANBE",3631,3631,18.87,685,41,41,1,0,17.71,643,643,2023,afternoon,Apr,Wednesday,0,47,1,2,2,No linked content
2023-04-19 16:45:00,7054480212436090881,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:ugcPost:7054480212436090881,"Investing in Stanbic IBTC Sharia Fixed Income Fund can help you achieve your financial goals while staying true to your principles.
Got questions about the Stanbic IBTC Shariah Fixed Income?
Send an email to callme@stanbicibtc.com to get started today.
#ITCANBE
#WealthWednesday
",1439,1439,6.25,90,24,24,0,0,4.59,66,66,2023,afternoon,Apr,Wednesday,0,41,1,2,1,No linked content
2023-04-19 18:01:00,7054498926636187648,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:share:7054498926636187648,"Old tyres can be turned to chairs, bottles and metals can be used to create art. Not all materials should be discarded, they can be turned into treasure!
Do you do this already? Share in the comments
#ITCANBE
",391,391,1.28,5,3,3,0,0,0.51,2,2,2023,evening,Apr,Wednesday,0,38,1,1,0,No linked content
